student_id,lastname,dept,credits,instructor_id,name,dept,salary,name,dept,budget
69581,Prabhakaran,Statistics,26,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
69581,Prabhakaran,Statistics,26,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
69581,Prabhakaran,Statistics,26,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
69581,Prabhakaran,Statistics,26,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
69581,Prabhakaran,Statistics,26,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
65329,Benson,Mech. Eng.,63,97302,Bertolino,Mech. Eng.,51647.570312,Mech. Eng.,Rauch,520350.656250
65329,Benson,Mech. Eng.,63,48507,Lent,Mech. Eng.,107978.468750,Mech. Eng.,Rauch,520350.656250
49214,Vogel,Psychology,46,35579,Soisalon-Soininen,Psychology,62579.609375,Psychology,Thompson,848175.062500
49214,Vogel,Psychology,46,22591,DAgostino,Psychology,59706.488281,Psychology,Thompson,848175.062500
64155,Midu,Languages,33,50885,Konstantinides,Languages,32570.500000,Languages,Linderman,601283.625000
64155,Midu,Languages,33,59795,Desyl,Languages,48803.378906,Languages,Linderman,601283.625000
64155,Midu,Languages,33,25946,Liley,Languages,90891.687500,Languages,Linderman,601283.625000
58594,Ivanov,Finance,11,6569,Mingoz,Finance,105311.382812,Finance,Candlestick,866831.750000
71904,Boldin,Mech. Eng.,89,97302,Bertolino,Mech. Eng.,51647.570312,Mech. Eng.,Rauch,520350.656250
71904,Boldin,Mech. Eng.,89,48507,Lent,Mech. Eng.,107978.468750,Mech. Eng.,Rauch,520350.656250
69241,Kannan,Athletics,99,4034,Murata,Athletics,61387.558594,Athletics,Bronfman,734550.687500
69241,Kannan,Athletics,99,16807,Yazdi,Athletics,98333.648438,Athletics,Bronfman,734550.687500
69241,Kannan,Athletics,99,15347,Bawa,Athletics,72140.882812,Athletics,Bronfman,734550.687500
69241,Kannan,Athletics,99,63287,Jaekel,Athletics,103146.867188,Athletics,Bronfman,734550.687500
69241,Kannan,Athletics,99,41930,Tung,Athletics,50482.031250,Athletics,Bronfman,734550.687500
58889,Collet,Geology,76,77346,Mahmoud,Geology,99382.593750,Geology,Palmer,406557.937500
70688,Ishihara,Elec. Eng.,86,79653,Levine,Elec. Eng.,89805.828125,Elec. Eng.,Main,276527.625000
70688,Ishihara,Elec. Eng.,86,73623,Sullivan,Elec. Eng.,90038.093750,Elec. Eng.,Main,276527.625000
70688,Ishihara,Elec. Eng.,86,42782,Vicentino,Elec. Eng.,34272.671875,Elec. Eng.,Main,276527.625000
70688,Ishihara,Elec. Eng.,86,3199,Gustafsson,Elec. Eng.,82534.367188,Elec. Eng.,Main,276527.625000
70572,Andrews,Psychology,7,35579,Soisalon-Soininen,Psychology,62579.609375,Psychology,Thompson,848175.062500
70572,Andrews,Psychology,7,22591,DAgostino,Psychology,59706.488281,Psychology,Thompson,848175.062500
58413,Xiong,Athletics,27,4034,Murata,Athletics,61387.558594,Athletics,Bronfman,734550.687500
58413,Xiong,Athletics,27,16807,Yazdi,Athletics,98333.648438,Athletics,Bronfman,734550.687500
58413,Xiong,Athletics,27,15347,Bawa,Athletics,72140.882812,Athletics,Bronfman,734550.687500
58413,Xiong,Athletics,27,63287,Jaekel,Athletics,103146.867188,Athletics,Bronfman,734550.687500
58413,Xiong,Athletics,27,41930,Tung,Athletics,50482.031250,Athletics,Bronfman,734550.687500
93171,Carey,Marketing,56,96895,Mird,Marketing,119921.406250,Marketing,Lambeau,210627.578125
93171,Carey,Marketing,56,74426,Kenje,Marketing,106554.726562,Marketing,Lambeau,210627.578125
93171,Carey,Marketing,56,58558,Dusserre,Marketing,66143.250000,Marketing,Lambeau,210627.578125
93171,Carey,Marketing,56,36897,Morris,Marketing,43770.359375,Marketing,Lambeau,210627.578125
35138,Corbac,Mech. Eng.,86,97302,Bertolino,Mech. Eng.,51647.570312,Mech. Eng.,Rauch,520350.656250
35138,Corbac,Mech. Eng.,86,48507,Lent,Mech. Eng.,107978.468750,Mech. Eng.,Rauch,520350.656250
77289,Kok,Geology,57,77346,Mahmoud,Geology,99382.593750,Geology,Palmer,406557.937500
93571,Kato,Psychology,0,35579,Soisalon-Soininen,Psychology,62579.609375,Psychology,Thompson,848175.062500
93571,Kato,Psychology,0,22591,DAgostino,Psychology,59706.488281,Psychology,Thompson,848175.062500
14554,Ramadan,Psychology,96,35579,Soisalon-Soininen,Psychology,62579.609375,Psychology,Thompson,848175.062500
14554,Ramadan,Psychology,96,22591,DAgostino,Psychology,59706.488281,Psychology,Thompson,848175.062500
46725,Richi,Statistics,18,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
46725,Richi,Statistics,18,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
46725,Richi,Statistics,18,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
46725,Richi,Statistics,18,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
46725,Richi,Statistics,18,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
46725,Richi,Statistics,18,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
99730,Courtney,English,99,4233,Luo,English,88791.453125,English,Palmer,611042.687500
99730,Courtney,English,99,72553,Yin,English,46397.589844,English,Palmer,611042.687500
99730,Courtney,English,99,95709,Sakurai,English,118143.976562,English,Palmer,611042.687500
99730,Courtney,English,99,28097,Kean,English,35023.179688,English,Palmer,611042.687500
10527,Kieras,Physics,128,50330,Shuming,Physics,108011.812500,Physics,Wrigley,942162.750000
10527,Kieras,Physics,128,74420,Voronina,Physics,121141.992188,Physics,Wrigley,942162.750000
898,Heilprin,Accounting,88,57180,Hau,Accounting,43966.289062,Accounting,Saucon,441840.906250
898,Heilprin,Accounting,88,31955,Moreira,Accounting,71351.421875,Accounting,Saucon,441840.906250
898,Heilprin,Accounting,88,14365,Lembr,Accounting,32241.560547,Accounting,Saucon,441840.906250
898,Heilprin,Accounting,88,79081,Ullman,Accounting,47307.101562,Accounting,Saucon,441840.906250
64297,Desp,Athletics,95,4034,Murata,Athletics,61387.558594,Athletics,Bronfman,734550.687500
64297,Desp,Athletics,95,16807,Yazdi,Athletics,98333.648438,Athletics,Bronfman,734550.687500
64297,Desp,Athletics,95,15347,Bawa,Athletics,72140.882812,Athletics,Bronfman,734550.687500
64297,Desp,Athletics,95,63287,Jaekel,Athletics,103146.867188,Athletics,Bronfman,734550.687500
